cg11398299	0.3927963	0.440076	0.4157197	0.4428605	0.4787651	0.4138181	0.4679829	0.4576542	0.4297167	0.444377	0.4194316	0.4328987	0.4537574	0.4452476	0.4510356	0.4089231	0.4693232	0.4472561	0.4297691	0.4688979	0.4326744	0.4133703
cg10469791	0.5989239	0.6565888	0.5323637	0.571436	0.6581471	0.6162016	0.6239737	0.6417249	0.6236014	0.6184191	0.6618883	0.5876368	0.6496441	0.5832561	0.6511636	0.5853652	0.6994765	0.6484709	0.5922748	0.6355774	0.652118	0.6684647
cg18973863	0.4798175	0.65044	0.6155235	0.5559102	0.6514781	0.5916207	0.5858428	0.574614	0.6077398	0.5676274	0.6187189	0.5558928	0.6393085	0.6140717	0.5984484	0.5170379	0.6431378	0.6044424	0.6098468	0.6147969	0.6085009	0.5907798
cg26216724	0.5527976	0.6381308	0.5838655	0.5375365	0.5917776	0.5647603	0.5955791	0.6046574	0.5885066	0.5335855	0.6198283	0.582224	0.5986319	0.5518672	0.6139068	0.5297164	0.6741137	0.6048191	0.5323834	0.6160814	0.6532798	0.5956231
cg18842353	0.6309435	0.7330118	0.609915	0.6144713	0.7333403	0.6906729	0.7120053	0.6932611	0.7107103	0.6450802	0.7773511	0.6755567	0.6883835	0.6776252	0.650872	0.5895393	0.7947808	0.7077585	0.6966876	0.7111025	0.6922225	0.7147039
cg26437203	0.6027818	0.662258	0.6128073	0.6425053	0.6625068	0.559443	0.5228705	0.4889362	0.5300683	0.5398004	0.4990452	0.5395893	0.6469103	0.6285118	0.6207186	0.4610015	0.6425763	0.5774801	0.5124344	0.5963207	0.5341053	0.5929216
cg06833778	0.6238445	0.6881785	0.6137837	0.3748728	0.5810125	0.6053191	0.6273516	0.5951732	0.5898032	0.587464	0.605091	0.6109077	0.5654439	0.6072595	0.6467543	0.5329128	0.6813734	0.675567	0.569563	0.5752906	0.6546922	0.5511572
cg15985470	0.5511041	0.5729251	0.5768616	0.5205007	0.5794927	0.5732747	0.5733252	0.5999041	0.5701872	0.536661	0.5700457	0.5441584	0.560087	0.5571231	0.5806054	0.5428752	0.6774536	0.595345	0.5775683	0.5933715	0.589618	0.6053187
cg06033789	0.6857787	0.7826455	0.6917311	0.6668916	0.7158362	0.7354839	0.6823314	0.7376691	0.7003533	0.7023159	0.7266524	0.7597702	0.792268	0.7095132	0.7299297	0.6619322	0.7995431	0.6917501	0.7371864	0.7623022	0.7421326	0.7879731
cg00772774	0.6266029	0.6496553	0.6164944	0.577713	0.6546329	0.5465277	0.6405664	0.6166486	0.6174244	0.6201379	0.6200833	0.6075916	0.6478174	0.6176853	0.6436287	0.6504952	0.6843803	0.5958339	0.5876045	0.6595162	0.6263013	0.516101
cg03309938	0.4339699	0.4617142	0.4457278	0.503907	0.4435819	0.4758581	0.5170552	0.4524042	0.423445	0.383664	0.5267253	0.5422857	0.5454385	0.4763458	0.4189439	0.3865407	0.5551218	0.527016	0.4489317	0.502816	0.4480962	0.4668799
cg15854022	0.5682049	0.6381603	0.6063586	0.5448982	0.6354878	0.6085301	0.5777681	0.6130477	0.6168272	0.6096367	0.5964692	0.604444	0.6240261	0.6538288	0.6562034	0.5920221	0.7005848	0.6395145	0.6050211	0.6283352	0.6638866	0.6153253
cg02650767	0.6651221	0.7789015	0.7191686	0.6439205	0.7275706	0.7401486	0.7036148	0.7496182	0.7237729	0.7001275	0.7537722	0.7412337	0.7516019	0.7195185	0.7651772	0.6423641	0.8384255	0.7778205	0.7150345	0.7353878	0.7776297	0.7643226
cg16361876	0.4954184	0.4860761	0.5284966	0.4938553	0.5503778	0.4980306	0.5186563	0.5207135	0.492908	0.5022935	0.4940411	0.5040722	0.5356229	0.490285	0.5363751	0.4849098	0.5897868	0.5344765	0.4995653	0.527864	0.536818	0.5285776
cg04135434	0.6615572	0.6582797	0.6567327	0.5772191	0.6486638	0.6031713	0.6424304	0.6495615	0.6536548	0.656565	0.6665382	0.6643041	0.6570206	0.6448905	0.6390293	0.6266199	0.7275373	0.649816	0.6489422	0.6953021	0.66735	0.6593954
cg16285941	0.434042	0.5220299	0.471232	0.5064074	0.5305719	0.4968463	0.5265315	0.5370006	0.5214014	0.5667214	0.5235794	0.5459054	0.5379652	0.5219881	0.561267	0.5526017	0.6380683	0.5688877	0.5475744	0.5565947	0.5475254	0.593783
cg12833018	0.4541339	0.467322	0.4385907	0.3938854	0.5255385	0.4496259	0.4587288	0.5104099	0.5062847	0.499309	0.4765007	0.4573055	0.4778856	0.4387423	0.5154273	0.4806265	0.5443784	0.470521	0.451804	0.494003	0.5265903	0.4566042
cg01416657	0.490164	0.6257634	0.5430124	0.4809018	0.5672215	0.6215236	0.4783216	0.5808939	0.5607778	0.5817855	0.5959588	0.6300378	0.5740536	0.489625	0.5864841	0.5570517	0.6747247	0.5658933	0.5315308	0.5898287	0.6282189	0.5654709
cg26273129	0.5532024	0.4851388	0.5184145	0.4724832	0.5155237	0.491248	0.4845707	0.4949782	0.5049245	0.5068844	0.5475457	0.4902981	0.4785115	0.4417253	0.5127816	0.4904255	0.5645925	0.4960023	0.4930248	0.4813309	0.5605659	0.5187011
cg15588997	0.6853509	0.7248613	0.7189026	0.706256	0.7535637	0.711317	0.7444633	0.7132932	0.7060053	0.7041362	0.6771718	0.7142996	0.7513087	0.7203063	0.6936994	0.7073382	0.7758921	0.7102464	0.7080789	0.7427483	0.7435374	0.672843
cg20073007	0.5003948	0.533632	0.5158897	0.4747546	0.5295725	0.4791587	0.5164437	0.5390912	0.513706	0.5091766	0.5398403	0.51577	0.5497827	0.4833599	0.5035511	0.4534003	0.5800808	0.559049	0.5008629	0.5216123	0.5465155	0.5350602
cg10203223	0.6066474	0.7027146	0.5824631	0.598783	0.6826748	0.6477014	0.6406715	0.6157843	0.6588494	0.6547505	0.7147267	0.680262	0.7260225	0.7043107	0.6620449	0.6153392	0.7241911	0.629041	0.6554716	0.6309297	0.6338848	0.6356035
cg01252455	0.6220062	0.6545737	0.6615599	0.6394333	0.6581861	0.588277	0.7088208	0.624581	0.5509514	0.5956964	0.5736788	0.6061181	0.643262	0.6266425	0.5832617	0.5338288	0.7119297	0.6742201	0.5724845	0.6143845	0.6623179	0.6101404
cg20189761	0.8452079	0.8176681	0.7818149	0.8422515	0.8637041	0.7999598	0.8328895	0.8333185	0.8431069	0.8857939	0.8739744	0.8629763	0.8832179	0.867693	0.843995	0.8151768	0.8650893	0.8526775	0.7998202	0.8394601	0.8695726	0.8565663
cg11961834	0.6286749	0.7185377	0.6345217	0.6101203	0.673021	0.6830253	0.679394	0.6881843	0.6598551	0.6637941	0.6775279	0.6781332	0.6829638	0.6411058	0.6953686	0.6280109	0.7179452	0.6839128	0.6545528	0.7168939	0.7042249	0.734638
cg24399349	0.464791	0.3708675	0.4023392	0.4263963	0.3258217	0.3805073	0.3871949	0.3464012	0.3700455	0.3921475	0.3337345	0.4195473	0.3508766	0.2658684	0.3200696	0.5011734	0.212366	0.4096653	0.4289713	0.3527899	0.3313575	0.3525107
cg14762896	0.5405364	0.5471683	0.4875124	0.5372018	0.6070168	0.5945163	0.6046047	0.5535687	0.5587758	0.5344961	0.5317418	0.6077802	0.572798	0.6029934	0.5520634	0.5483828	0.6137561	0.5925978	0.5724765	0.618947	0.5633761	0.6005556
cg20966659	0.8076838	0.8701335	0.785886	0.8121269	0.8921772	0.7733306	0.7886689	0.7742297	0.8235653	0.8404115	0.8186392	0.7865579	0.850935	0.8213333	0.8325449	0.7052603	0.8477814	0.7585117	0.8009914	0.8784339	0.8284525	0.8651031
cg25196296	0.6782687	0.7173882	0.7017275	0.7177963	0.7663726	0.6887454	0.7527479	0.7159925	0.7244374	0.7336259	0.7151828	0.6980803	0.7579389	0.7351083	0.7314741	0.7304688	0.8098753	0.7024933	0.7152587	0.7312232	0.7557302	0.7378878
cg23585420	0.6384083	0.6139132	0.5174829	0.5835516	0.5924769	0.5619978	0.5533164	0.6840549	0.6469721	0.6569465	0.5391881	0.614753	0.6604672	0.5984645	0.6244613	0.7042801	0.6681254	0.5869937	0.5934656	0.6010569	0.5925572	0.5822343
cg21022029	0.6277595	0.6027935	0.5771607	0.5605795	0.6285688	0.5458398	0.6441375	0.600422	0.6158355	0.6116511	0.57711	0.6255487	0.6088762	0.6354526	0.6033503	0.567159	0.6662706	0.6174629	0.5787184	0.6446596	0.6207623	0.5784982
cg06348773	0.519507	0.3603552	0.518123	0.4546881	0.4694974	0.4624409	0.4051428	0.4586576	0.4386076	0.4200227	0.4643175	0.4259724	0.3813554	0.35094	0.3878883	0.4153967	0.401155	0.4510651	0.4426551	0.4046279	0.4305413	0.3547018
cg26035007	0.6665986	0.7219182	0.6653292	0.6217281	0.6889874	0.6779063	0.6682414	0.6783286	0.6912093	0.6712164	0.6873127	0.6937464	0.7206382	0.6566095	0.6908987	0.6686636	0.7294919	0.7014838	0.6551752	0.6847013	0.656561	0.699347
cg23557769	0.8902205	0.8516515	0.8264716	0.8888431	0.8543901	0.8866405	0.8879344	0.8269479	0.8363535	0.8320713	0.8626974	0.8394606	0.8599958	0.8870575	0.8639556	0.8288206	0.8713864	0.8547146	0.8582156	0.8532656	0.854582	0.8754056
cg13755776	0.3873552	0.4184355	0.2528502	0.3492515	0.3837017	0.3730839	0.3280775	0.3797619	0.2910843	0.3934894	0.4176513	0.4104991	0.45985	0.3987691	0.3967325	0.363802	0.4148751	0.373143	0.3426831	0.4339834	0.3525063	0.5388198
cg27063969	0.7341862	0.8172244	0.7425459	0.7011714	0.7986306	0.7992103	0.7798497	0.7992023	0.7831891	0.7709938	0.850645	0.8039312	0.8284687	0.7767833	0.7822971	0.7305157	0.8732803	0.8096554	0.793982	0.8075197	0.8342533	0.8108657
cg15686949	0.6343017	0.7662047	0.7389522	0.654766	0.7306184	0.7173454	0.7193619	0.7207317	0.7110088	0.7322065	0.8058421	0.7498032	0.7592777	0.7120923	0.7112073	0.615006	0.8008432	0.7403012	0.6874115	0.7741672	0.7156892	0.7994762
cg23656300	0.5884389	0.5866829	0.5999726	0.4703981	0.5898357	0.5575172	0.5159689	0.6029239	0.5218346	0.5792968	0.5955038	0.6032133	0.6057804	0.5526381	0.580007	0.5512179	0.6206819	0.615797	0.5493629	0.6372237	0.5948783	0.6376573
cg17129400	0.3032806	0.4247338	0.4381816	0.2918061	0.387574	0.3890318	0.3838097	0.3915569	0.4299008	0.3732647	0.3647748	0.427011	0.3660229	0.4058076	0.3147581	0.2935258	0.3953437	0.4092968	0.353283	0.3729593	0.4114228	0.3358048
cg08292485	0.4491172	0.5588484	0.4982528	0.5962196	0.5879838	0.4088907	0.4853177	0.4735476	0.5130037	0.545222	0.603658	0.621975	0.4924474	0.5174646	0.6572596	0.6485707	0.6398317	0.5586116	0.4455889	0.5543364	0.6227493	0.6185032
cg06784466	0.6150975	0.7453747	0.685656	0.6408774	0.7189769	0.7072409	0.7106394	0.6716003	0.7019792	0.6908143	0.7136477	0.7148755	0.7337308	0.7178112	0.690915	0.6596688	0.7527643	0.7183093	0.6764445	0.7104326	0.7367982	0.719143
cg06546469	0.6363435	0.5185807	0.6705694	0.6373706	0.6913996	0.6867977	0.6439936	0.7288446	0.6967402	0.7145776	0.7222805	0.7026373	0.7003288	0.6809499	0.7307095	0.6888197	0.8053921	0.7065816	0.6358061	0.5711007	0.7453054	0.6024901
cg02912371	0.6942358	0.7546833	0.6889022	0.5825155	0.7285146	0.7370571	0.7155548	0.7329872	0.7040905	0.6874229	0.7483834	0.7663938	0.7424696	0.7038447	0.7027594	0.659789	0.8171965	0.7399369	0.6994334	0.7613848	0.7851939	0.7897533
cg05779441	0.4067114	0.5761386	0.5086779	0.495712	0.5665832	0.5223817	0.5072233	0.5740351	0.5599592	0.5516628	0.5194904	0.5194629	0.5222446	0.5258256	0.5816919	0.5559489	0.6198275	0.5459713	0.4915426	0.5230851	0.5969095	0.5702924
cg07532354	0.6229255	0.7212414	0.6228721	0.6271492	0.6556727	0.68452	0.6932294	0.6417916	0.5647042	0.5881336	0.6403376	0.6756924	0.6695547	0.6690474	0.6769682	0.6024681	0.7084296	0.6672655	0.5976175	0.6138636	0.6159366	0.6775641
cg25901559	0.4254139	0.5762163	0.5670506	0.4565044	0.5569189	0.5631118	0.5344175	0.5192901	0.504604	0.5380875	0.5030208	0.5788112	0.5471638	0.5084354	0.5656217	0.4788917	0.6681609	0.5417824	0.5616892	0.5767461	0.5531202	0.5962477
cg16065922	0.5002542	0.4411528	0.3949895	0.3955628	0.5346298	0.4394136	0.3747413	0.5125408	0.4307199	0.4603371	0.43229	0.5235187	0.5047716	0.4544844	0.524063	0.3859163	0.5013911	0.4353307	0.4673894	0.4958014	0.5170577	0.4963704
cg12795893	0.4868106	0.5071064	0.4873694	0.4109029	0.517172	0.5081263	0.4674295	0.4912894	0.4704043	0.4842973	0.4790661	0.522276	0.5448958	0.4683146	0.4767949	0.4461282	0.6408108	0.5503988	0.4135598	0.5342521	0.5176435	0.5197595
cg04361749	0.5556797	0.5948175	0.5036128	0.5130302	0.5994177	0.5768197	0.598036	0.6087034	0.5801995	0.555166	0.618225	0.618978	0.6255566	0.5881179	0.5588566	0.5484252	0.6547744	0.6297482	0.5583394	0.5565957	0.6191981	0.6392754
cg00415971	0.5454041	0.5705497	0.5628596	0.5046393	0.600291	0.5467641	0.6026214	0.5877728	0.5730215	0.5866279	0.5622956	0.6197278	0.6112124	0.5714137	0.5637112	0.5184842	0.6131608	0.5887269	0.5668424	0.6024688	0.6109698	0.6128238
cg18140889	0.5236526	0.5437497	0.4811951	0.4463819	0.5583133	0.5540791	0.5563622	0.5143885	0.5597683	0.4958157	0.4850934	0.6037034	0.5646493	0.5213057	0.5449654	0.4508995	0.6260156	0.537235	0.546956	0.5192114	0.5594237	0.6266748
cg12891678	0.6417621	0.6604983	0.6422451	0.6359503	0.6494318	0.6454874	0.6473677	0.6554707	0.6391141	0.6433548	0.653547	0.6448783	0.6972162	0.639253	0.661329	0.6461408	0.717293	0.6911677	0.6337693	0.6788101	0.681912	0.6970178
cg11790580	0.6399533	0.7143152	0.6178551	0.5898564	0.683395	0.6553879	0.6254219	0.6654928	0.6509453	0.6263061	0.6052254	0.6711403	0.6675041	0.7125241	0.708866	0.6237772	0.7427627	0.6756153	0.6446683	0.6861748	0.7112564	0.7216648
cg02226239	0.7157092	0.7307567	0.6548479	0.6843244	0.697471	0.6928555	0.7503293	0.7451786	0.7058055	0.7046925	0.763557	0.7567821	0.784375	0.7043383	0.7360476	0.7179933	0.7848765	0.7527071	0.6918835	0.7543681	0.756494	0.7586073
cg00159780	0.8593564	0.8443689	0.7971533	0.8632466	0.8501827	0.8270668	0.8486487	0.8508983	0.864451	0.8664131	0.847098	0.8766908	0.8719391	0.8519914	0.8442565	0.8465748	0.8356088	0.867204	0.7890232	0.8371481	0.8715062	0.8536439
cg04719215	0.5682812	0.6464678	0.4695181	0.51925	0.597172	0.6058121	0.5405723	0.596952	0.5440045	0.6211362	0.6050555	0.594685	0.5564129	0.4986916	0.5987996	0.5211772	0.6555544	0.5664341	0.527836	0.6017585	0.606513	0.6309543
cg26587228	0.4885344	0.628992	0.6155192	0.5419675	0.7011852	0.574299	0.709084	0.6102382	0.6822021	0.6800292	0.6380208	0.6159424	0.6324174	0.6451613	0.6526725	0.568027	0.6763454	0.7309356	0.6162108	0.642955	0.5767685	0.6758662
cg06892141	0.4598021	0.555032	0.4918444	0.4838	0.4201353	0.4566183	0.4883145	0.4313387	0.4122891	0.4743115	0.4989578	0.4545521	0.540138	0.5188702	0.3477426	0.4259259	0.5253275	0.3752483	0.4093966	0.3682367	0.2753817	0.50982
cg02930356	0.6299023	0.6962356	0.6613434	0.646277	0.7509568	0.5551471	0.7044491	0.6953749	0.6953089	0.6911765	0.6852981	0.7174094	0.7233633	0.6756104	0.6919115	0.6561645	0.7665935	0.7024533	0.6829451	0.7146689	0.7348033	0.7224466
cg11835347	0.3120059	0.3820596	0.3233618	0.3331709	0.391499	0.3633819	0.3287987	0.4252609	0.334984	0.394066	0.3985211	0.4226043	0.3914658	0.3490494	0.3480935	0.3375444	0.4300553	0.3725635	0.2775197	0.4117878	0.3980234	0.3640744
cg06968817	0.4201532	0.5782008	0.5312053	0.4633303	0.6050359	0.4045691	0.4850739	0.517406	0.5103563	0.5205051	0.4201475	0.4686249	0.5239866	0.4000829	0.4642185	0.4856329	0.463895	0.5271341	0.4903662	0.5340085	0.560311	0.4769867
cg13356175	0.4645093	0.4390143	0.2869676	0.3689233	0.4129771	0.3920391	0.3657542	0.3923799	0.3649823	0.354457	0.371408	0.4972944	0.3965567	0.4048565	0.4492151	0.3703593	0.3895658	0.3698485	0.3787681	0.3660714	0.4267121	0.3520273
cg11598872	0.4754005	0.5145002	0.542106	0.4871076	0.5434312	0.4766584	0.5396613	0.514737	0.5140609	0.5117475	0.5294563	0.5013633	0.560627	0.5099128	0.50234	0.4279211	0.645153	0.5757953	0.4641807	0.5563494	0.4977556	0.5548274
cg22800233	0.4453335	0.4496172	0.565212	0.499426	0.4956928	0.4177977	0.5219857	0.5214612	0.5718374	0.484356	0.5133907	0.5101371	0.5106093	0.531735	0.4740113	0.5166094	0.488482	0.4985952	0.5030513	0.4722799	0.469908	0.4196497
cg20099806	0.4189519	0.4274035	0.3233719	0.3815727	0.4011334	0.4382892	0.4726508	0.4268903	0.425117	0.416081	0.4269815	0.4256668	0.4446415	0.4401636	0.4334503	0.4692619	0.5915645	0.4663205	0.4302776	0.471357	0.4775872	0.425058
cg23450509	0.6446205	0.4665096	0.5993194	0.5144505	0.5105392	0.4447525	0.4499351	0.4301239	0.4334375	0.5040445	0.3229582	0.4066953	0.5141983	0.3673044	0.5747257	0.2356908	0.4571594	0.4803846	0.4072304	0.4113115	0.543934	0.5123779
cg09638704	0.7408963	0.819316	0.7785501	0.7308391	0.7875851	0.8038878	0.7794	0.7764807	0.7746712	0.7689102	0.8196523	0.7984999	0.7941538	0.7764019	0.7888506	0.712629	0.8458055	0.7882541	0.7566546	0.8036378	0.8304881	0.8244138
cg23883265	0.6637344	0.712764	0.6711059	0.6576598	0.7131004	0.6468729	0.6545516	0.6922423	0.6146984	0.6893892	0.7073026	0.7022731	0.6985354	0.7069254	0.7036346	0.6478177	0.7452406	0.7078494	0.6747649	0.7195562	0.6908792	0.6763268
cg00325910	0.5784422	0.6553278	0.5699181	0.5539148	0.6806668	0.5903129	0.580392	0.5912073	0.5700759	0.6049268	0.5843548	0.551253	0.6115608	0.6127948	0.633248	0.5601273	0.6310618	0.5941361	0.5777168	0.6165734	0.6356835	0.6406516
cg04554195	0.7145522	0.7471451	0.7517343	0.6446044	0.703622	0.7388654	0.7314969	0.729647	0.7629813	0.7197539	0.8013968	0.7834975	0.7948073	0.7322299	0.7235845	0.6538532	0.8085284	0.7571386	0.7133713	0.7784994	0.7847338	0.7904562
cg20792256	0.5344625	0.5007579	0.5049269	0.5006753	0.5474542	0.526723	0.5182637	0.5558581	0.5554924	0.5755265	0.5294078	0.5455437	0.5555335	0.5362406	0.5646673	0.5445819	0.5973784	0.5662833	0.5236496	0.5510571	0.5788144	0.5209312
cg14220224	0.6541909	0.6371284	0.6127527	0.6303139	0.6690985	0.7698187	0.7338777	0.7422936	0.6062266	0.6810867	0.591785	0.6913076	0.6689594	0.6790485	0.6618841	0.6477426	0.6874403	0.6337216	0.6648105	0.6542903	0.6956974	0.6807763
cg20168964	0.6641011	0.7138855	0.6151321	0.5953749	0.6621926	0.6953833	0.6720726	0.6922303	0.6947407	0.6727993	0.7054847	0.7195821	0.6924618	0.6762611	0.6962695	0.6515352	0.7183099	0.6759666	0.6369936	0.6987839	0.7047097	0.6915331
cg19866622	0.6597593	0.5053284	0.6288363	0.4745162	0.4899359	0.3478193	0.4262592	0.5782866	0.517045	0.5599091	0.4824347	0.5786714	0.6224433	0.6254112	0.5196232	0.4620918	0.5013578	0.575985	0.5892884	0.5480406	0.6044738	0.4423617
cg20612962	0.6147879	0.7120348	0.6985342	0.6050741	0.6776965	0.7117938	0.6276156	0.6710483	0.6764106	0.6794231	0.658617	0.6511708	0.6697832	0.6583692	0.6926407	0.6326354	0.7182667	0.690397	0.6553283	0.7115981	0.6883668	0.7412645
cg12851401	0.6359784	0.6442379	0.539152	0.6343114	0.6507914	0.6171818	0.6396901	0.6256832	0.6131828	0.6104407	0.5986889	0.6410545	0.6709124	0.6704621	0.6475244	0.5900415	0.7072071	0.6524349	0.6092255	0.6299176	0.6588314	0.6765649
cg26161104	0.6680446	0.6980837	0.6499267	0.6383688	0.7143661	0.6994796	0.6399158	0.7339429	0.6340608	0.6723662	0.7229629	0.6905071	0.7384384	0.7124225	0.6744439	0.716115	0.751584	0.732842	0.6811572	0.7428913	0.7094946	0.7418939
cg07826516	0.4835424	0.6713235	0.6193255	0.5686567	0.6359526	0.602414	0.6342818	0.6593416	0.5907952	0.6449896	0.6724869	0.6802992	0.6706263	0.6006291	0.6454483	0.5834158	0.6343939	0.6528606	0.5981227	0.6648294	0.6718907	0.6553803
cg26199631	0.5875205	0.6060311	0.5885183	0.5632547	0.5948535	0.6196288	0.652439	0.6119286	0.5932975	0.6154047	0.6061349	0.6190991	0.6603029	0.5708117	0.6187067	0.5872392	0.6968965	0.6223159	0.6036375	0.6832924	0.6292363	0.6951741
cg07057532	0.6025518	0.6135415	0.5698711	0.5089054	0.6333292	0.5799629	0.5840997	0.5825121	0.5818993	0.5890016	0.5532649	0.6039763	0.5733008	0.5835225	0.6027877	0.5481787	0.647958	0.5685013	0.6002756	0.6022627	0.5772909	0.6121679
cg23328109	0.7655998	0.8369219	0.7336481	0.7807143	0.8170531	0.7573121	0.77026	0.7796992	0.7642354	0.8097753	0.7651342	0.780466	0.84536	0.8230381	0.7753571	0.7547331	0.8386995	0.7785534	0.7259253	0.7816272	0.7668871	0.818718
cg23092040	0.369804	0.382998	0.4537308	0.4177294	0.4802589	0.4412366	0.4483835	0.5310317	0.4335931	0.4443744	0.4512584	0.4290573	0.4244562	0.3721207	0.4596137	0.4629255	0.4983921	0.4651456	0.4986625	0.4389758	0.4122279	0.495993
cg09673807	0.6411276	0.6680099	0.6492767	0.5587161	0.6641046	0.6552832	0.6228471	0.6589035	0.6459671	0.6433367	0.6546249	0.6773778	0.6507573	0.6096705	0.6351417	0.6143671	0.7351114	0.6616396	0.6291166	0.6647154	0.6646503	0.6681603
cg01097384	0.09215903	0.08248095	0.1999619	0.3042727	0.1007382	0.1221059	0.2833529	0.1011288	0.3204471	0.1871722	0.1091022	0.08185934	0.1273802	0.08807129	0.1590321	0.1896647	0.05058888	0.1155242	0.1586007	0.1218717	0.1095174	0.06544269
cg19673176	0.6996288	0.757571	0.6587172	0.6640679	0.7338005	0.7203118	0.7068996	0.7029166	0.7291012	0.6724881	0.7625023	0.715781	0.7325543	0.7022573	0.7287436	0.7160458	0.7747164	0.7372857	0.6658677	0.7080685	0.7185511	0.7237465
cg10940251	0.5407538	0.5848926	0.5499222	0.5607613	0.6141711	0.5477602	0.5486876	0.5778536	0.5695829	0.5799331	0.5650234	0.5697149	0.6278917	0.5578409	0.5922607	0.5418917	0.6772833	0.5899613	0.5708912	0.5962725	0.5998974	0.6114352
cg16703135	0.5102904	0.4728812	0.4648273	0.5072213	0.4052519	0.4763106	0.4826032	0.4406567	0.4926415	0.4652486	0.4610374	0.5433767	0.4461263	0.36891	0.4481586	0.5675928	0.3278325	0.5490333	0.4963219	0.4799525	0.4355013	0.4363527
cg02969408	0.660737	0.7049251	0.6392238	0.5928811	0.6493477	0.6600606	0.6232862	0.6788009	0.6911652	0.5966083	0.6765498	0.6357511	0.7037919	0.6169927	0.6898611	0.670844	0.691397	0.6139963	0.664283	0.6074043	0.6524345	0.7083554
cg21901156	0.7384278	0.7683455	0.7613694	0.7665035	0.7080389	0.6918956	0.8039809	0.7351832	0.7426391	0.7293642	0.7638938	0.7332032	0.7336142	0.7946796	0.7871788	0.7221159	0.802129	0.8056108	0.7599988	0.7818061	0.7933776	0.7738222
cg23995666	0.5977677	0.6516414	0.6139259	0.6024942	0.6477617	0.6012319	0.6096851	0.6143079	0.6368133	0.6120402	0.6027332	0.5992342	0.6542906	0.5954229	0.6076334	0.5761198	0.6881655	0.6457573	0.6000057	0.6197804	0.6146443	0.6151197
cg03850035	0.5879085	0.6202508	0.5735596	0.5325703	0.6156748	0.5993683	0.5540414	0.5951664	0.5874244	0.6005725	0.5754671	0.6341006	0.640587	0.5948249	0.5766931	0.5395203	0.6555627	0.5820029	0.5587621	0.6078835	0.6563751	0.6470141
cg03760839	0.2455552	0.2321177	0.297364	0.2985914	0.3615385	0.2583573	0.2704799	0.2888067	0.3317645	0.3003181	0.2710399	0.2713433	0.2714063	0.305707	0.2732653	0.278046	0.2869081	0.3074595	0.3200386	0.2762724	0.3201308	0.2467097
cg20543651	0.5995187	0.6788047	0.5861943	0.5268071	0.6249927	0.5643904	0.6235946	0.6065392	0.6137987	0.6066653	0.6215195	0.6151304	0.6065952	0.5853078	0.6246517	0.5413847	0.6811714	0.5913778	0.5837915	0.6334605	0.648451	0.6371116
